rep,setting,assumption,method,stage,target,time,time_s,time_t,rmse,relative_rmse,bias,mae,corr,mean_est,mean_true,sd_est,sd_true
84,power,lagged,RC,moment,offdiag_t3_s1,,1.0,3.0,0.05768063365302555,0.637746852129667,-0.04083627243803831,0.042371493918609185,0.7728845480916231,0.028897006281961686,0.06973327871999999,0.026525004888945884,0.05759739552632087
84,power,lagged,RC,moment,offdiag_t3_s2,,2.0,3.0,0.16667340697481076,0.6301035174346146,-0.0986166427505974,0.11177544497519395,0.8396730574847189,0.10351651308940263,0.20213315584,0.04596101915135222,0.1706214961545104
84,power,lagged,RC,moment,offdiag_t4_s1,,1.0,4.0,0.06358321961711923,0.6295708401227691,-0.04240469949748655,0.04373507842172593,0.7342398345163388,0.03439523660491345,0.0767999361024,0.03196828090655541,0.06558709962499108
84,power,lagged,RC,moment,offdiag_t4_s2,,2.0,4.0,0.20253036771335686,0.663713155279212,-0.13168466733955458,0.13341255916369082,0.7577298187535877,0.09768178237564541,0.2293664497152,0.07232413173981739,0.20126099863498476
84,power,lagged,RC,moment,offdiag_t4_s3,,3.0,4.0,0.3105361092778268,0.5888729756148002,-0.20608665040750038,0.22076510904270788,0.944044376227445,0.1864462760564996,0.39253292646399995,0.1312634239905851,0.35214355098631855
84,power,lagged,RC,moment,offdiag_t5_s1,,1.0,5.0,0.06702243151997457,0.6483910236474919,-0.04950176486270071,0.04950176486270071,0.7713414355410606,0.028231500750099295,0.07773326561280001,0.03985536048159144,0.06813471056435913
84,power,lagged,RC,moment,offdiag_t5_s2,,2.0,5.0,0.21230057104057454,0.6752252114226379,-0.1306401499873799,0.1385188685129421,0.7653967537559806,0.1026929501470201,0.2333331001344,0.06326737073231681,0.21074182735199112
84,power,lagged,RC,moment,offdiag_t5_s3,,3.0,5.0,0.3270863687348727,0.597105850663254,-0.19967883613208792,0.21479697788990768,0.8920496573014304,0.20218738543591205,0.401866221568,0.13506526643919747,0.3722543546362211
84,power,lagged,RC,moment,offdiag_t5_s4,,4.0,5.0,0.4131903049847842,0.5621813747691815,-0.25582233703803947,0.27705066954990365,0.9425039154678153,0.27884369447556046,0.5346660315135999,0.19804263444165018,0.5043046979633511
84,power,lagged,RC,moment_raw,offdiag_raw_all,,,,4.4685975530568625,11.881456571118726,-0.08679116967692561,0.4759277955647824,0.12177165136437455,0.1406785962366744,0.2274697659136,4.494325170502706,0.2995122023700268
85,power,lagged,RC,mu,all_periods,,,,0.6258875717639626,0.0993055752435033,-0.0029623555527273837,0.23144625889613316,0.9832157337356057,5.2899118066458914,5.292874162198619,3.408854018522137,3.421810886459691
85,power,lagged,RC,mu,period_1,1.0,,,0.5121161959237877,0.07710250296751085,0.012443918694915207,0.18861845952390702,0.9896097546767126,5.621615918743989,5.609172000049074,3.497285200041073,3.557188457299274
85,power,lagged,RC,mu,period_2,2.0,,,0.25278580786123944,0.04494797270534935,0.014512294557092163,0.17179354955481008,0.9782116400477224,5.506152157788732,5.491639863231639,1.1692621100071736,1.2127941152120933
85,power,lagged,RC,mu,period_3,3.0,,,0.29387185379106023,0.05478054050766605,-0.007870532542928781,0.19949272938233065,0.913227758438451,5.3179158301443765,5.325786362687306,0.7201578732379997,0.6435696549739367
85,power,lagged,RC,mu,period_4,4.0,,,0.5987276701607454,0.10048108908418113,-0.033775980479307396,0.25327924750895625,0.9811889414706569,5.091916078073479,5.125692058552786,3.096474959973271,3.0384732577238793
